Timestamp,Temperature,Humidity,Light_Level,Motion
15:46:35,22.8,58.5,75.55556,1
15:46:50,26.3,58.5,75.55556,0
16:27:27,24.0,55.0,75.55556,0
16:27:30,24.0,55.0,75.55556,0
